name,cluster_x,domain,industry,locality,summary,recomendation,cluster_y,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
kra corporation,0,kra.com,professional training & coaching,"fulton, maryland, united states","KRA Corporation is a national leader in workforce development, offering innovative solutions and exceptional service. They provide services including WIOA programs, TANF employment programs, and labor market research. KRA serves a diverse clientele, including workforce development clients, and other federal and state clients. They emphasize integrated services, business engagement, and quality customer service. The company aims to empower job seekers and support employers.
","{'Digital Infrastructure Audit': 'Assessment & Strategy', 'Customer Interaction Automation': 'Workflow Automation', 'Data Strategy & Reporting Roadmap': 'Assessment & Strategy', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Legacy System Modernization': 'Digital Upgrades & Modernization'}",0,-1.897413029159425,-1.1596399295386746,-2.3443909332791564,-0.816137498664844,-2.093839693147298,-0.1370021625639982,-3.6646316855467727,1.1638767471861409,1.1348857068038651,-2.872089474212133
"firetrol protection systems, inc.",0,firetrol.net,construction,"austin, texas, united states","Firetrol Protection Systems is a full-service fire protection contractor with over 41 years of experience. They offer design, fabrication, installation, service, and inspection of life safety and fire suppression systems. Firetrol serves clients across the South Central United States, protecting over $3 billion in assets. Their services include system design, installation, inspection, and maintenance, with expertise in local and national fire codes. They cater to various industries, including healthcare, industrial, and government, providing tailored solutions. Firetrol's offerings include a range of technologies and components to create effective fire protection systems.
","{'Digital Infrastructure Audit': 'Assessment & Strategy', 'Legacy System Modernization': 'Digital Upgrades & Modernization', 'Workflow & Process Assessment': 'Assessment & Strategy', 'Customer Interaction Automation': 'Workflow Automation', 'Monitoring & Alerting Platforms': 'Support & Maintenance'}",0,-4.417331679644693,-2.219352563443498,-3.571995396575965,-0.0921053528588688,-1.2691392043857244,-0.46967599183067,-2.2885334991423614,0.4738931196231876,1.2924672419789187,2.8001153809521915
penske media corporation,0,pmc.com,online media,"los angeles, california, united states","Penske Media Corporation (PMC) is a global media and information services company. PMC owns and operates various prominent media brands, including Variety, Rolling Stone, The Hollywood Reporter, and Billboard, among many others. The company engages in content creation and distribution across digital, print, and live media platforms. PMC focuses on building, evolving, and transforming its brands to shape culture and provide diverse content experiences. Additionally, PMC offers partnership solutions to brands and provides career opportunities for media professionals.
","{'UI/UX Redesign & Responsive Platforms': 'Digital Upgrades & Modernization', 'Customer Interaction Automation': 'Workflow Automation', 'Monitoring & Alerting Platforms': 'Support & Maintenance', 'Multi-System Orchestration & Data Pipelines': 'Workflow Automation', 'Security Patching & Incident Response': 'Support & Maintenance'}",0,-1.4671833542351316,-1.8521065825926648,-0.8836294966022142,2.200834467375277,3.0167967259609685,-1.285265746549578,1.1961006117662305,0.8182519886007147,-1.1344234429737723,-0.1047022727072223
north sails,0,northsails.com,sporting goods,"milford, connecticut, united states","North Sails is a global leader in sailmaking and apparel. They offer a wide range of sails for various sailing types, including one-design, cruising, racing, and multihull. They also provide sailing gear and a lifestyle apparel collection for men, women, and children. North Sails emphasizes innovation, technology, and sustainability in their sailmaking. Additionally, they have a blog, podcast, and events to connect with their community.
","{'Digital Infrastructure Audit': 'Assessment & Strategy', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Customer Interaction Automation': 'Workflow Automation', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Monitoring & Alerting Platforms': 'Support & Maintenance'}",0,-1.258286624411746,-1.361984160898891,0.6953491580843612,0.6907016497842144,3.255908490388632,-3.1833470467604306,6.579747474192051,-2.4811863078144234,-0.0012930325085756,2.6507413000772013
44 blue productions,0,44blue.com,entertainment,"studio city, california, united states","44 Blue Productions, founded in 1984 by Rasha Drachkovitch and Stephanie Noonan Drachkovitch, is an award-winning producer of unscripted content. The company creates premium non-fiction series broadcasted on over 20 domestic networks and in more than 120 countries. 44 Blue Productions is part of The North Road Company, a global film and TV studio. They are known for tackling important subjects in their storytelling, inspiring audiences to take action. Recent series include ""Real Murders of Los Angeles"" and ""LA Fire & Rescue"".
","{'Customer Interaction Automation': 'Workflow Automation', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Monitoring & Alerting Platforms': 'Support & Maintenance', 'UI/UX Redesign & Responsive Platforms': 'Digital Upgrades & Modernization'}",0,-1.3021721519681102,-1.658811847297742,-0.4006077765172098,1.952500118345468,2.9651830898473266,-1.2599895295291406,0.6811159065835293,-0.7770570042192675,-1.8291474207147704,-1.4050309378031878
charles b. wang community health center,0,cbwchc.org,hospital & health care,"new york, new york, united states","Charles B. Wang Community Health Center is a healthcare provider offering a wide range of services. They provide patient care services including internal medicine, pediatrics, obstetrics & gynecology, and dental care. Additional services include primary eye care, mental health, and social work. The center serves everyone regardless of their ability to pay, language, or immigration status. They have multiple locations in Manhattan and Queens, New York, and offer same-day appointments.
","{'Document Intelligence & OCR Solutions': 'Custom Builds', 'Security & Compliance Evaluation': 'Assessment & Strategy', 'Customer Interaction Automation': 'Workflow Automation', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Support Ticket & Case Management': 'Workflow Automation'}",0,0.7031483380360106,-0.121367321264047,18.591615021149057,-9.93140036277269,-3.3481472507781795,0.9265286823264082,-0.5784823143081074,-2.8094550226726387,1.2900898766061917,1.810708879130961
"sh worldwide, llc.",0,shworldwide.com,events services,"seattle, washington, united states","SHW is a premier event services agency in the Pacific Northwest, offering comprehensive event management, destination management, incentive travel, venue procurement, and video production services. They provide full-service event planning from strategy and design to production and registration, simplifying the process for clients. With over 47 years of experience, SHW leverages local expertise to create memorable experiences, with a focus on fostering meaningful connections for attendees. They offer custom solutions, including branded websites, expert customer support, and global procurement. SHW also designs and delivers incentive programs to reward top talent, ensuring impactful and engaging experiences.
","{'Digital Infrastructure Audit': 'Assessment & Strategy', 'Customer Interaction Automation': 'Workflow Automation', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Monitoring & Alerting Platforms': 'Support & Maintenance', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization'}",0,-3.02684570663565,-1.4971656493376908,-2.1703815457963707,1.2204408502273367,1.1838657680839806,-1.035914881845052,-0.0702996612199219,-0.8883123072273779,-0.3403342437734918,-1.1622752792376885
community health care,0,commhealth.org,hospital & health care,"tacoma, washington, united states","Community Health Care is a healthcare provider offering medical, dental, behavioral health, and pharmacy services. They provide care for all, regardless of ability to pay, and prioritize patient health and safety. Services include family medicine, pediatric care, women's health, and COVID-19 information and vaccines. They operate multiple locations, including a new facility in Puyallup, and offer residency programs. Community Health Care focuses on community health, offering various programs and resources, including support for HIV and substance use disorder.
","{'Security & Compliance Evaluation': 'Assessment & Strategy', 'Data Integration & ETL Pipelines': 'Data Management', 'Legacy System Modernization': 'Digital Upgrades & Modernization', 'UI/UX Redesign & Responsive Platforms': 'Digital Upgrades & Modernization', 'Monitoring & Alerting Platforms': 'Support & Maintenance'}",0,1.5247386625036763,-1.1141135107330369,21.819865198177,-9.219273159958531,-4.376404547638928,0.7533572400716824,-2.3790840745126167,-1.3893930976685918,2.258798109805495,-0.6449264047078163
linden lab,0,lindenlab.com,computer games,"san francisco, california, united states","Linden Lab is the creator of Second Life, a 3D virtual world. Second Life allows users to explore virtual environments, interact with others, and create their own content. The platform supports a community of creators who develop and sell virtual items. Linden Lab emphasizes user-generated content and provides tools for building virtual experiences. The company is focused on the future of virtual experiences.
","{'UI/UX Redesign & Responsive Platforms': 'Digital Upgrades & Modernization', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Performance Tuning & Continuous Improvement': 'Digital Upgrades & Modernization', 'Integration & API Development': 'Custom Builds', 'Adoption & User Engagement Analysis': 'Assessment & Strategy'}",0,-0.7619035238796535,-1.3042222369184808,-0.1904946485802871,0.4718717439655563,1.439622484120822,-0.4531483020475489,1.5952397893468688,-0.119842582842548,-0.5092520249028745,-0.555122950747288
pilot catastrophe service,0,pilotcat.com,insurance,"mobile, alabama, united states","Pilot Catastrophe Services is a claims management and catastrophe response company with 40 years of industry experience. They offer end-to-end solutions, including claims management, catastrophe response, and educational services. Pilot provides on-demand and virtual adjusting services, utilizing advanced technology. They also offer TPA services and government solutions. The company focuses on innovative solutions, customer service, and community involvement.
","{'Digital Infrastructure Audit': 'Assessment & Strategy', 'Security & Compliance Evaluation': 'Assessment & Strategy', 'Customer Interaction Automation': 'Workflow Automation', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Support Ticket & Case Management': 'Workflow Automation'}",0,-3.654650878268671,0.0840668877704045,-1.64993816657517,-0.3824251372860998,-1.9108201382900287,-0.2559460412352715,-1.392452890850585,-0.6232275350142686,0.9455590957781074,1.5064239573435934
swift agency,0,swift.co,marketing and advertising,"portland, oregon, united states","Swift is a social-first agency specializing in crafting culturally relevant work. They leverage their social expertise to create innovative campaigns across various mediums. The agency focuses on reinventing and adapting to the evolving media landscape. Swift has worked with notable clients and offers services for new business, production, and career inquiries. Located in Portland, OR, Swift emphasizes social design in its approach.
","{'UI/UX Redesign & Responsive Platforms': 'Digital Upgrades & Modernization', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Customer Interaction Automation': 'Workflow Automation', 'Support Ticket & Case Management': 'Workflow Automation'}",0,-1.7867014010825888,-1.6412211223193538,-2.030862026202748,0.6425981779128989,0.3425056897173487,-0.8994204358997341,-2.4300682930168707,-0.3141370971272527,-1.8969780260306728,-1.5211502618334738
leaderone financial,0,leader1.com,financial services,"overland park, kansas, united states","LeaderOne Financial is a mortgage lender offering a variety of home loan options, including fixed and adjustable-rate mortgages, FHA, VA, USDA, and reverse mortgages. They aim to provide exceptional customer service, offering expertise, transparency, and tailored solutions. The company is committed to guiding customers through the homeownership process. They offer both online and in-person support. Headquartered in Overland Park, KS, LeaderOne serves clients across various locations.
","{'Conversational AI & Chatbot Engines': 'Custom Builds', 'Customer Interaction Automation': 'Workflow Automation', 'Data Integration & ETL Pipelines': 'Data Management', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Monitoring & Alerting Platforms': 'Support & Maintenance'}",0,-2.922121918504015,6.040181837221232,-1.0728579259701403,0.4019687522077741,1.736057709403336,-3.045673513908936,6.933918341086114,-1.167390803225266,0.4866356956044471,-15.90539469441808
provisur technologies inc,0,provisur.com,machinery,"chicago, illinois, united states","Provisur Technologies is a global food processing equipment manufacturer, offering solutions for various applications from ground and formed products to slicing and cooking. Their equipment portfolio includes brands like Weiler, Formax, Beehive, and Lutetia, catering to diverse food processing needs. They focus on innovation, customization, and high performance to ensure quality control, throughput, and hygiene. Provisur provides integrated systems and offers parts, services, and technical support, with innovation centers for customer testing and development. The company emphasizes its expertise and its ability to help customers succeed in growing food markets.
","{'Digital Infrastructure Audit': 'Assessment & Strategy', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Support Ticket & Case Management': 'Workflow Automation', 'Monitoring & Alerting Platforms': 'Support & Maintenance', 'Adoption & User Engagement Analysis': 'Assessment & Strategy'}",0,-4.265609127115557,-2.8089213324674245,-4.186532893601087,-0.5751146946458239,-1.6562203517925889,-1.170553721149381,3.112513404081877,-3.07766810378832,2.439282374452618,4.022087723087523
halifax regional medical center,0,halifaxmedicalcenter.org,hospital & health care,"roanoke rapids, north carolina, united states","HalifaxMedicalcenter appears to be a healthcare-related entity utilizing WordPress for its online presence. The website currently features a basic blog post, indicating it may be in the early stages of development. Its content may include information about healthcare topics, possibly including FAQs and events. The site also includes a ""shop"" element, suggesting potential online services or product offerings. The website is currently using the Twenty Twenty-Five theme.
","{'Digital Infrastructure Audit': 'Assessment & Strategy', 'Security & Compliance Evaluation': 'Assessment & Strategy', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Data Strategy & Reporting Roadmap': 'Assessment & Strategy'}",0,-0.9034687381133436,-0.7709063338088675,1.6086467978051844,3.675110694467547,4.7822455821247765,-0.9472138416526744,2.50437866094896,3.476750675516259,-0.0529885985107848,1.1629426272675298
manning & napier,0,manning-napier.com,investment management,"fairport, new york, united states","Manning & Napier is an asset management firm with over 50 years of experience, providing investment and wealth management solutions. They offer a range of services, including asset management, wealth management, and financial planning, catering to individuals, families, financial professionals, institutions, non-profits, business owners, and Taft-Hartley plans. Their investment approach combines active, independent strategies with a disciplined process. They provide tailored solutions, including separately managed accounts, mutual funds, and alternatives. Manning & Napier focuses on delivering value and helping clients achieve their financial goals.
","{'Data Strategy & Reporting Roadmap': 'Assessment & Strategy', 'Customer Interaction Automation': 'Workflow Automation', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Security & Compliance Evaluation': 'Assessment & Strategy', 'Conversational AI & Chatbot Engines': 'Custom Builds'}",0,-4.756530725529856,7.059782417696041,-2.926723263859172,-1.4091819240104018,-3.061601645324916,0.0236329965838784,-6.492179049333374,-0.4003899027398154,-2.053944764177011,-4.235976857809346
ventura foods,0,venturafoods.com,food production,"brea, california, united states","Ventura Foods, established in 1996, specializes in creating custom food solutions. They offer a wide range of products, including dressings, sauces, oils, and butter blends. Ventura Foods serves the foodservice, retail, and international markets. Their services encompass culinary solutions, product development, and strategic insights. They focus on food innovation, category management, and risk management. The company is committed to helping customers develop unique flavors and optimize their product portfolios.
","{'Data Strategy & Reporting Roadmap': 'Assessment & Strategy', 'Workflow & Process Assessment': 'Assessment & Strategy', 'AI-Powered Insight Engines': 'Workflow Automation', 'Data Integration & ETL Pipelines': 'Data Management', 'Monitoring & Alerting Platforms': 'Support & Maintenance'}",0,-3.945865015537444,-1.961532187222324,-2.8095192365581254,-0.1744267188556126,-0.3648903700989435,-2.324135051481161,3.328040746469924,-3.00697079771605,1.095024875049638,3.27529689707482
lakeland bank,3,lakelandbank.com,banking,"oak ridge, new jersey, united states","Provident Bank is a financial institution offering a range of banking services to both personal and business clients. Their services encompass checking, savings, CDs, and loans, including home and business loans. Provident Bank also provides digital banking solutions and investment services through Provident Investment Services and Beacon Trust. Additionally, it offers insurance products, including commercial property, professional liability, and personal lines insurance. Provident Bank primarily serves customers in New Jersey, New York City, and Pennsylvania.
","{'Digital Infrastructure Audit': 'Assessment & Strategy', 'Security & Compliance Evaluation': 'Assessment & Strategy', 'Customer Interaction Automation': 'Workflow Automation', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Monitoring & Alerting Platforms': 'Support & Maintenance'}",3,-5.117827388448528,33.17187421707258,-1.4786144773705632,-0.3890328929509173,-1.056855060602887,1.0024769834978138,-1.379157284945031,-0.4147742435102408,-1.8289913173791028,0.8175051531767007
carousel industries,0,carouselindustries.com,information technology and services,"exeter, rhode island, united states","NWN Solutions offers AI-powered technology solutions for modern workplaces. They provide services such as customer experience, visual collaboration, intelligent workplace, managed devices, intelligent connectivity, and intelligent cloud security. NWN serves various industries, including public sector, enterprise, healthcare, and finance. Their solutions aim to improve productivity, enhance user experience, and drive digital transformation. They also offer AI-powered managed services through their Experience Management Platform (EMP).
","{'Adoption & User Engagement Analysis': 'Assessment & Strategy', 'Conversational AI & Chatbot Engines': 'Custom Builds', 'Customer Interaction Automation': 'Workflow Automation', 'AI-Powered Insight Engines': 'Workflow Automation', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization'}",0,-6.1758242242183705,-2.8079232530611096,-7.0684185401128445,-1.079856094252122,-4.518009884971168,3.722480548470631,-2.986766063651769,1.1686853696539303,3.5876515156252835,3.480918747726901
lindner center of hope,0,lindnercenterofhope.org,mental health care,"mason, ohio, united states","Lindner Center of HOPE is a nationally ranked non-profit mental health center and psychiatric hospital located in Ohio. They offer comprehensive inpatient and outpatient psychiatric diagnosis and treatment programs for adults and adolescents. Their services include specialized therapy programs and assessment programs. Lindner Center of HOPE has a patient-centered model and a renowned research institute. The center has served over 50,000 patients and their families.
","{'Security & Compliance Evaluation': 'Assessment & Strategy', 'Custom Application & Web Development': 'Custom Builds', 'AI-Powered Insight Engines': 'Workflow Automation', 'Monitoring & Alerting Platforms': 'Support & Maintenance', 'Data Strategy & Reporting Roadmap': 'Assessment & Strategy'}",0,2.1999171135262268,-0.9881590654552836,11.39209147911055,-4.894332015025769,-2.7776264028551774,0.4646167467933924,-1.9454264205774263,-1.6112393458939025,0.1927252503278699,-3.0943680892106835
liberty hardware,0,libertyhardware.com,consumer goods,"winston salem, north carolina, united states","Liberty Hardware, established in 1948, is a leading designer and innovator of home hardware and accents. They offer a diverse range of products that blend style and functionality. Their brands cater to various design preferences, from midcentury to modern and coastal to rustic. Liberty Hardware's products are readily available at major home improvement stores. The company is committed to design, innovation, and providing solutions for storage and organization.
","{'Workflow & Process Assessment': 'Assessment & Strategy', 'UI/UX Redesign & Responsive Platforms': 'Digital Upgrades & Modernization', 'Customer Interaction Automation': 'Workflow Automation', 'Cloud Migration & Scalability': 'Digital Upgrades & Modernization', 'Monitoring & Alerting Platforms': 'Support & Maintenance'}",0,-1.7251302265348996,-1.5298246189056623,-1.6698857024681364,0.1681082371899985,1.25863407617819,-1.7834527626849117,3.5012975263051604,-2.200491626646327,0.0514027189784866,2.056454556774201
